component_id,component_type,error_name,error_created,has_related_job_id,error_date_time,error_date,job_created,job_id,tote_id,robot_type,allocation_date_time,allocation_end_time,duration_seconds
GR003165,ground,auto_reset_agent,1682886714,0,2023-04-30 20:31:54.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003165,ground,auto_reset_agent,1682865638,0,2023-04-30 14:40:38.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,corners_cv_started,1682968671,0,2023-05-01 19:17:51.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,corners_cv_started,1682972707,0,2023-05-01 20:25:07.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,goto_finished_off_sticker,1682968671,0,2023-05-01 19:17:51.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,goto_finished_off_sticker,1682972707,0,2023-05-01 20:25:07.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,reset_agent_by_user,1683013570,0,2023-05-02 07:46:10.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,missing_sticker,1682870062,0,2023-04-30 15:54:22.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,missing_sticker,1682887265,0,2023-04-30 20:41:05.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,missing_sticker,1682894220,0,2023-04-30 22:37:00.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,missing_sticker,1682922298,0,2023-05-01 06:24:58.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,missing_sticker,1682930490,0,2023-05-01 08:41:30.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,missing_sticker,1683025473,0,2023-05-02 11:04:33.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,goto_started_off_sticker,1682968693,0,2023-05-01 19:18:13.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,goto_started_off_sticker,1682972715,0,2023-05-01 20:25:15.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,missing_sticker,1682855141,0,2023-04-30 11:45:41.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,missing_sticker,1682867467,0,2023-04-30 15:11:07.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003264,ground,missing_sticker,1682868248,0,2023-04-30 15:24:08.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003160,ground,auto_reset_agent,1683001162,0,2023-05-02 04:19:22.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003160,ground,auto_reset_agent,1683008663,0,2023-05-02 06:24:23.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003270,ground,auto_reset_agent,1682850295,0,2023-04-30 10:24:55.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003270,ground,auto_reset_agent,1682956452,0,2023-05-01 15:54:12.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003270,ground,missing_sticker,1682867228,0,2023-04-30 15:07:08.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003270,ground,missing_sticker,1682869627,0,2023-04-30 15:47:07.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003270,ground,missing_sticker,1682955540,0,2023-05-01 15:39:00.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003270,ground,missing_stickers,1682955542,0,2023-05-01 15:39:02.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003270,ground,reset_agent_by_user,1683013563,0,2023-05-02 07:46:03.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003270,ground,signup_no_sticker,1682955542,0,2023-05-01 15:39:02.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003200,ground,missing_sticker,1682882934,0,2023-04-30 19:28:54.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003200,ground,missing_sticker,1682958604,0,2023-05-01 16:30:04.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,auto_reset_agent,1682895949,0,2023-04-30 23:05:49.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,auto_reset_agent,1682898017,0,2023-04-30 23:40:17.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,auto_reset_agent,1682960995,0,2023-05-01 17:09:55.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_position_not_success_while_loading_not_all_4_sensors_are_on,1682895968,0,2023-04-30 23:06:08.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_position_not_success_while_loading_not_all_4_sensors_are_on,1682896169,0,2023-04-30 23:09:29.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_position_not_success_while_loading_not_all_4_sensors_are_on,1682896409,0,2023-04-30 23:13:29.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_positioning_tote_centering_after_hs_error,1682895899,0,2023-04-30 23:04:59.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_position_not_success_while_loading_not_all_4_sensors_are_on,1682896665,0,2023-04-30 23:17:45.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_position_not_success_while_loading_not_all_4_sensors_are_on,1682896905,0,2023-04-30 23:21:45.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_position_not_success_while_loading_not_all_4_sensors_are_on,1682897145,0,2023-04-30 23:25:45.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_position_not_success_while_loading_not_all_4_sensors_are_on,1682897386,0,2023-04-30 23:29:46.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_position_not_success_while_loading_not_all_4_sensors_are_on,1682897626,0,2023-04-30 23:33:46.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002100,lift,fine_position_not_success_while_loading_not_all_4_sensors_are_on,1682897866,0,2023-04-30 23:37:46.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003194,ground,imu_crash_detected,1682958965,0,2023-05-01 16:36:05.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003194,ground,read_data_matrix_timeout,1682959010,0,2023-05-01 16:36:50.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003194,ground,safety_entered,1682958964,0,2023-05-01 16:36:04.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003194,ground,conflicting_tote_switch,1682954385,0,2023-05-01 15:19:45.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003194,ground,corners_cv_started,1682958101,0,2023-05-01 16:21:41.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003194,ground,goto_finished_off_sticker,1682958101,0,2023-05-01 16:21:41.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003194,ground,signup_no_sticker,1682958241,0,2023-05-01 16:24:01.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003194,ground,auto_reset_agent,1682954388,0,2023-05-01 15:19:48.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003194,ground,auto_reset_agent,1682958236,0,2023-05-01 16:23:56.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002282,lift,auto_reset_agent,1682836487,0,2023-04-30 06:34:47.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002282,lift,auto_reset_agent,1682836875,0,2023-04-30 06:41:15.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002282,lift,auto_reset_agent,1682959715,0,2023-05-01 16:48:35.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LR00002282,lift,auto_reset_agent,1683021836,0,2023-05-02 10:03:56.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003178,ground,missing_sticker,1682855640,0,2023-04-30 11:54:00.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003223,ground,corners_cv_irrelevant,1683010488,0,2023-05-02 06:54:48.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003223,ground,corners_cv_started,1683010488,0,2023-05-02 06:54:48.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003223,ground,corners_cv_succeeded,1683010488,0,2023-05-02 06:54:48.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003223,ground,goto_finished_off_sticker,1683010487,0,2023-05-02 06:54:47.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003223,ground,missing_sticker,1683009906,0,2023-05-02 06:45:06.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003223,ground,missing_sticker,1683014926,0,2023-05-02 08:08:46.000,2023-05-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003258,ground,missing_sticker,1682947200,0,2023-05-01 13:20:00.000,2023-05-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003074,ground,auto_reset_agent,1682867424,0,2023-04-30 15:10:24.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GR003074,ground,conflicting_tote_switch,1682867421,0,2023-04-30 15:10:21.000,2023-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
